,spu,Tst_high,Tst_low,m_hp,Thp_in,Thp_out,q_hp
2021-10-19 15:45:00+02:00,,38.45606666666666,37.50633333333334,671.478,37.32293333333334,37.16426666666666,0.0
2021-10-19 16:00:00+02:00,,38.37673333333332,37.4216,670.728,37.24046666666667,37.07533333333333,0.0
2021-10-19 16:15:00+02:00,,38.298533333333324,37.34406666666666,669.2266666666667,37.14660000000001,36.99493333333333,0.0
2021-10-19 16:30:00+02:00,,38.21946666666666,37.250933333333336,669.462,37.06906666666667,36.924533333333336,0.0
2021-10-19 16:45:00+02:00,,38.12886666666667,37.1634,667.917,36.9922,36.84853333333333,0.0
2021-10-19 17:00:00+02:00,,38.054866666666655,37.0874,669.758,36.912866666666666,36.772266666666674,0.0
2021-10-19 17:15:00+02:00,,37.97573333333333,37.01486666666666,669.0120000000001,36.83600000000001,36.681333333333335,0.0
2021-10-19 17:30:00+02:00,,37.9026,36.9378,669.042,36.7636,36.60926666666668,0.0
2021-10-19 17:45:00+02:00,,37.82613333333333,36.860933333333335,668.4429999999999,36.676399999999994,36.53719999999999,0.0
2021-10-19 18:00:00+02:00,,37.74773333333334,36.78973333333333,669.9400000000002,36.60360000000001,36.4664,0.0
2021-10-19 18:15:00+02:00,,37.6574,36.69913333333333,668.044,36.535666666666664,36.38986666666666,0.0
2021-10-19 18:30:00+02:00,,37.58586666666666,36.626,668.7109999999999,36.46339999999999,36.31586666666667,0.0
2021-10-19 18:45:00+02:00,,37.51346666666667,36.547200000000004,667.6939999999998,36.38773333333334,36.2274,0.0
2021-10-19 19:00:00+02:00,,37.437799999999996,36.4714,691.9490000000001,36.31346666666668,36.150533333333335,-0.00082
2021-10-19 19:15:00+02:00,,38.226066666666675,36.876333333333335,784.5419999999999,37.91993333333333,39.97860000000001,1.982753333333333
2021-10-19 19:30:00+02:00,,39.3154,37.83946666666666,705.465,38.842333333333336,39.949200000000005,0.9315333333333332
2021-10-19 19:45:00+02:00,,39.42053333333333,38.2346,676.2479999999999,38.4462,38.25933333333333,-0.02876
2021-10-19 20:00:00+02:00,,39.35453333333333,38.34133333333333,673.971,38.330400000000004,38.139199999999995,-0.03718
2021-10-19 20:15:00+02:00,,39.45539999999999,38.537200000000006,728.6689999999999,38.89306666666667,39.56046666666667,0.6214466666666666
2021-10-19 20:30:00+02:00,,39.504266666666666,38.70379999999999,675.738,38.707,38.501200000000004,-0.11560666666666666
2021-10-19 20:45:00+02:00,,39.433933333333336,38.715133333333334,675.685,38.56933333333333,38.364133333333335,-0.1027066666666667
2021-10-19 21:00:00+02:00,,39.366800000000005,38.6858,674.8089999999999,38.46253333333334,38.26553333333333,-0.05661333333333333
2021-10-19 21:15:00+02:00,,39.298399999999994,38.587466666666664,699.783,38.35886666666667,38.5698,0.22372666666666668
2021-10-19 21:30:00+02:00,,39.513400000000004,38.7412,707.4118,39.10706666666667,39.40353333333334,0.3537666666666667
2021-10-19 21:45:00+02:00,,39.47680000000001,38.79593333333333,676.8810000000001,38.706133333333334,38.49406666666666,-0.14026666666666668
2021-10-19 22:00:00+02:00,,39.40913333333333,38.78986666666667,674.742,38.587333333333326,38.37913333333333,-0.11928666666666667
2021-10-19 22:15:00+02:00,,39.3426,38.718199999999996,674.7,38.47026666666667,38.27746666666667,-0.039926666666666666
2021-10-19 22:30:00+02:00,,39.28526666666667,38.60713333333334,697.6919999999998,38.48493333333333,39.04526666666667,0.4922533333333333
2021-10-19 22:45:00+02:00,,39.8348,38.92573333333333,707.602,39.45606666666667,39.918666666666674,0.44177999999999995
2021-10-19 23:00:00+02:00,,39.820933333333336,39.03386666666666,676.92,39.011933333333324,38.79873333333333,-0.13654666666666668
2021-10-19 23:15:00+02:00,,39.74966666666667,39.0452,677.5400000000001,38.8872,38.683400000000006,-0.09959333333333334
2021-10-19 23:30:00+02:00,,39.6782,39.00993333333333,677.311,38.77473333333333,38.564733333333336,-0.12376666666666666
2021-10-19 23:45:00+02:00,,39.59546666666666,38.904733333333326,677.05,38.660133333333334,38.45040000000001,-0.14319333333333334
2021-10-20 00:00:00+02:00,,39.50084615384616,38.786307692307695,675.4961538461539,38.534076923076924,38.33330769230769,-0.07916153846153848
2021-10-20 00:15:00+02:00,,39.219866666666675,38.0358,699.855,37.99366666666666,38.7816,0.6659866666666666
2021-10-20 00:30:00+02:00,,39.321000000000005,34.665866666666666,687.327,37.21406666666667,40.65493333333334,2.6473
2021-10-20 00:45:00+02:00,,39.430333333333344,36.48973333333334,755.309,37.95993333333333,40.21866666666667,1.962373333333333
2021-10-20 01:00:00+02:00,,39.90313333333333,37.659200000000006,708.769,39.187599999999996,41.21233333333334,1.5800933333333331
2021-10-20 01:15:00+02:00,,40.284,38.5328,678.1769999999999,39.06079999999999,38.87626666666666,-0.07438666666666666
2021-10-20 01:30:00+02:00,,40.21353333333334,38.760200000000005,676.0110000000001,38.8798,38.67419999999999,-0.10706666666666666
2021-10-20 01:45:00+02:00,,40.13273333333333,38.834266666666664,675.645,38.7728,38.558800000000005,-0.14274666666666666
2021-10-20 02:00:00+02:00,,40.043733333333336,38.842800000000004,676.0550000000001,38.66486666666666,38.44913333333333,-0.15122
2021-10-20 02:15:00+02:00,,39.93973333333334,38.790200000000006,680.3009999999999,38.52793333333333,38.333533333333335,-0.09000666666666667
2021-10-20 02:30:00+02:00,,39.1982,36.01879999999999,693.737,37.678733333333334,40.07346666666667,1.80376
2021-10-20 02:45:00+02:00,,39.70033333333333,36.4214,761.722,38.081199999999995,40.55393333333333,2.1448333333333336
2021-10-20 03:00:00+02:00,,39.257733333333334,37.20326666666667,679.747,38.434400000000004,41.06093333333333,1.9847333333333332
2021-10-20 03:15:00+02:00,,40.233133333333335,38.37606666666666,708.402,39.40866666666667,39.94426666666667,0.4931133333333334
2021-10-20 03:30:00+02:00,,40.211533333333335,38.76426666666667,678.6560000000001,38.98166666666667,38.772266666666674,-0.12496
2021-10-20 03:45:00+02:00,,40.13673333333333,38.8728,678.179,38.86373333333333,38.65726666666667,-0.12163333333333333
2021-10-20 04:00:00+02:00,,39.87460000000001,38.862399999999994,701.5930000000001,38.565333333333335,38.55753333333333,0.01513999999999999
2021-10-20 04:15:00+02:00,,39.49826666666667,35.73353333333333,679.1129999999999,37.86986666666667,40.61786666666667,2.0741199999999997
2021-10-20 04:30:00+02:00,,39.7384,36.7742,760.17,38.2546,40.6362,2.0698
2021-10-20 04:45:00+02:00,,39.76786666666667,37.70346666666668,711.7199999999998,39.12900000000001,41.38126666666667,1.7627066666666666
2021-10-20 05:00:00+02:00,,40.3,38.60446666666666,678.189,39.17733333333334,39.01773333333334,-0.07280666666666667
2021-10-20 05:15:00+02:00,,40.2288,38.82773333333333,677.587,38.94766666666667,38.73933333333334,-0.12013333333333334
2021-10-20 05:30:00+02:00,,40.15326666666667,38.89886666666666,677.6540000000001,38.8352,38.62906666666666,-0.12464000000000001
2021-10-20 05:45:00+02:00,,39.54506666666667,37.010799999999996,699.4519999999999,38.12913333333334,39.6312,1.14276
2021-10-20 06:00:00+02:00,,39.77566666666666,36.41866666666667,735.9159999999999,38.21500000000001,41.50506666666667,2.752173333333333
2021-10-20 06:15:00+02:00,,39.477799999999995,37.06893333333334,699.4259999999999,38.20993333333333,39.909933333333335,1.2728666666666666
2021-10-20 06:30:00+02:00,,40.17100000000001,38.17873333333333,706.85,39.47439999999999,40.775066666666675,1.05478
2021-10-20 06:45:00+02:00,,40.31346666666666,38.774666666666675,677.606,39.10426666666667,38.88693333333334,-0.14623333333333333
2021-10-20 07:00:00+02:00,,40.24306666666667,38.925133333333335,678.3061333333334,38.9606,38.75066666666667,-0.12264
2021-10-20 07:15:00+02:00,,39.72220000000001,37.47726666666667,700.0300000000001,38.32039999999999,39.41593333333334,0.8480199999999999
2021-10-20 07:30:00+02:00,,39.7788,36.377399999999994,703.0589999999999,38.09713333333333,41.4126,2.6373400000000005
2021-10-20 07:45:00+02:00,,39.81293333333333,36.205466666666666,730.9390000000001,37.95186666666666,39.813066666666664,1.5407666666666664
2021-10-20 08:00:00+02:00,,40.31713333333333,37.69853333333334,706.73,39.367066666666666,41.04259999999999,1.3190933333333335
2021-10-20 08:15:00+02:00,,40.50853333333334,38.58386666666666,678.6160000000001,39.1342,38.93846666666666,-0.09642666666666667
2021-10-20 08:30:00+02:00,,40.4268,38.8448,677.2530000000002,38.986399999999996,38.78746666666666,-0.07294
2021-10-20 08:45:00+02:00,,40.3472,38.92786666666667,677.0469999999999,38.8702,38.6784,-0.043980000000000005
2021-10-20 09:00:00+02:00,,40.261399999999995,38.939933333333336,677.3600000000001,38.76560000000001,38.572466666666664,-0.05160666666666667
2021-10-20 09:15:00+02:00,,40.17146666666666,38.88806666666666,676.788,38.65193333333333,38.45373333333334,-0.08524000000000001
2021-10-20 09:30:00+02:00,,40.072199999999995,38.79633333333334,676.9130000000001,38.53086666666666,38.346599999999995,-0.03314
2021-10-20 09:45:00+02:00,,39.9652,38.66993333333333,676.4300000000001,38.423199999999994,38.2464,-0.003426666666666667
2021-10-20 10:00:00+02:00,,39.89966666666666,38.65520000000001,730.275,38.86966666666667,39.563466666666656,0.6427800000000001
2021-10-20 10:15:00+02:00,,39.89306666666666,38.824799999999996,677.9359999999999,38.85013333333334,38.6702,-0.017126666666666665
2021-10-20 10:30:00+02:00,,39.82293333333333,38.83486666666667,676.8099999999998,38.69773333333333,38.49606666666667,-0.10347333333333333
2021-10-20 10:45:00+02:00,,39.74453333333334,38.80853333333333,677.432,38.604266666666675,38.40986666666666,-0.07045333333333333
2021-10-20 11:00:00+02:00,,39.666666666666664,38.726,676.795,38.49446666666667,38.31713333333334,-0.0033266666666666666
2021-10-20 11:15:00+02:00,,39.57113333333334,38.614200000000004,675.8700000000001,38.400333333333336,38.23046666666666,0.0
2021-10-20 11:30:00+02:00,,39.49720000000001,38.513799999999996,727.2109999999999,38.46540000000001,39.085666666666675,0.6241599999999999
2021-10-20 11:45:00+02:00,,39.601533333333336,38.71833333333334,678.5740000000001,39.00753333333333,38.90406666666667,0.014313333333333336
2021-10-20 12:00:00+02:00,,39.528999999999996,38.75599999999999,675.798,38.688399999999994,38.50246666666667,-0.027053333333333332
2021-10-20 12:15:00+02:00,,39.461133333333336,38.751,676.1479999999998,38.593333333333334,38.41279999999999,-0.014339999999999999
2021-10-20 12:30:00+02:00,,39.391266666666674,38.693200000000004,676.651,38.474333333333334,38.31333333333334,-0.0008466666666666667
2021-10-20 12:45:00+02:00,,39.32046666666667,38.587599999999995,676.3819999999998,38.36933333333333,38.214533333333335,0.0
2021-10-20 13:00:00+02:00,,39.244800000000005,38.493533333333325,675.017,38.284066666666675,38.12800000000001,0.0
2021-10-20 13:15:00+02:00,,39.27333333333333,38.46413333333334,728.5160000000001,38.702466666666666,39.35833333333334,0.6129133333333333
2021-10-20 13:30:00+02:00,,39.365199999999994,38.6278,676.62,38.70546666666666,38.5374,-0.0051266666666666665
2021-10-20 13:45:00+02:00,,39.30486666666666,38.644866666666665,675.4399999999999,38.543800000000005,38.375,-0.004286666666666666
2021-10-20 14:00:00+02:00,,40.1418,38.910199999999996,729.052,39.81846666666667,43.22693333333333,2.7432266666666663
2021-10-20 14:15:00+02:00,,43.47613333333334,40.680733333333336,778.6370000000001,43.04920000000001,46.551933333333324,2.9671933333333333
2021-10-20 14:30:00+02:00,,45.480466666666665,42.66246666666667,748.5499999999998,44.750933333333336,48.72486666666668,3.367173333333333
2021-10-20 14:45:00+02:00,,47.36599999999999,44.76473333333333,755.0190000000001,46.4768,48.02446666666666,1.35682
2021-10-20 15:00:00+02:00,,48.02653333333332,46.088,727.7230000000001,47.053466666666665,47.334066666666665,0.2976333333333334
2021-10-20 15:15:00+02:00,,47.93513333333335,46.49886666666667,699.3400000000001,46.610266666666675,46.370799999999996,-0.18631999999999999
2021-10-20 15:30:00+02:00,,47.831066666666665,46.586533333333335,696.2420000000001,46.44606666666667,46.2064,-0.18572666666666665
2021-10-20 15:45:00+02:00,,47.819133333333326,46.7314,751.1890000000001,46.906933333333335,47.5836,0.6262266666666668
2021-10-20 16:00:00+02:00,,47.804333333333346,46.86593333333334,698.2660000000001,46.744199999999985,46.50959999999999,-0.18222000000000002
2021-10-20 16:15:00+02:00,,47.708466666666666,46.85393333333333,697.707,46.5638,46.318666666666665,-0.19025999999999998
2021-10-20 16:30:00+02:00,,47.60693333333334,46.740066666666664,719.8420000000002,46.410133333333334,46.57006666666666,0.12622000000000003
2021-10-20 16:45:00+02:00,,47.76553333333333,46.85933333333333,729.6309999999999,47.134733333333344,47.44513333333334,0.32839333333333337
2021-10-20 17:00:00+02:00,,47.69466666666666,46.90786666666667,698.892,46.7134,46.47166666666668,-0.18794000000000002
2021-10-20 17:15:00+02:00,,47.5934,46.864866666666664,697.1669999999999,46.56193333333333,46.312466666666666,-0.19330666666666665
2021-10-20 17:30:00+02:00,,47.49300000000001,46.73953333333334,719.6360000000001,46.459533333333326,46.797266666666665,0.2622
2021-10-20 17:45:00+02:00,,47.812866666666665,46.931466666666665,727.4470000000001,47.25333333333333,47.571266666666666,0.33094
2021-10-20 18:00:00+02:00,,47.752399999999994,46.98726666666666,699.7350000000001,46.81273333333332,46.571999999999996,-0.1876666666666667
2021-10-20 18:15:00+02:00,,47.65893333333334,46.9602,697.6190000000001,46.64926666666666,46.41946666666666,-0.17763999999999996
2021-10-20 18:30:00+02:00,,47.5532,46.836733333333335,697.3230000000001,46.501866666666665,46.2616,-0.18645333333333333
2021-10-20 18:45:00+02:00,,47.74473333333333,46.87853333333332,751.9860000000001,47.15946666666668,48.128400000000006,0.8359199999999998
2021-10-20 19:00:00+02:00,,47.866466666666675,47.06353333333334,698.3349999999999,46.97946666666667,46.735933333333335,-0.18350000000000005
2021-10-20 19:15:00+02:00,,47.769999999999996,47.05653333333334,699.2770000000002,46.792666666666676,46.5546,-0.18516666666666665
2021-10-20 19:30:00+02:00,,47.675,46.96900000000001,697.573,46.6386,46.40266666666667,-0.18303999999999998
2021-10-20 19:45:00+02:00,,47.5716,46.818999999999996,719.6180000000002,46.54280000000001,46.84333333333334,0.23637333333333332
2021-10-20 20:00:00+02:00,,48.014399999999995,47.075066666666665,728.927,47.492399999999996,48.07353333333333,0.5327466666666665
2021-10-20 20:15:00+02:00,,47.976333333333336,47.188266666666664,700.1640000000001,47.05060000000002,46.794866666666664,-0.19904666666666668
2021-10-20 20:30:00+02:00,,47.880399999999995,47.179199999999994,697.3529999999998,46.89040000000001,46.63373333333334,-0.19904000000000002
2021-10-20 20:45:00+02:00,,47.779999999999994,47.059,700.309,46.72080000000001,46.48346666666667,-0.18494666666666668
2021-10-20 21:00:00+02:00,,47.67793333333334,46.885799999999996,717.3079999999999,46.56380000000001,46.3184,-0.18956
2021-10-20 21:15:00+02:00,,48.03373333333334,47.0558,728.7010000000001,47.54593333333333,48.880333333333326,1.1643000000000001
2021-10-20 21:30:00+02:00,,48.23619999999999,47.33833333333334,700.2689999999999,47.294866666666664,47.03966666666667,-0.1989
2021-10-20 21:45:00+02:00,,48.135533333333335,47.35099999999999,699.556,47.1098,46.851400000000005,-0.20120000000000002
2021-10-20 22:00:00+02:00,,48.02813333333334,47.28333333333333,698.6229999999999,46.94873333333333,46.684133333333335,-0.20554666666666666
2021-10-20 22:15:00+02:00,,47.916733333333326,47.1168,698.2529999999999,46.77766666666666,46.53353333333335,-0.18959333333333334
2021-10-20 22:30:00+02:00,,47.81006666666666,46.9458,697.6370000000002,46.62166666666667,46.37293333333334,-0.19318666666666667
2021-10-20 22:45:00+02:00,,47.7038,46.785266666666665,698.4239999999998,46.46953333333334,46.21486666666668,-0.19777999999999996
2021-10-20 23:00:00+02:00,,47.590066666666665,46.630599999999994,697.154,46.30866666666667,46.07240000000001,-0.18318
2021-10-20 23:15:00+02:00,,47.46479999999999,46.4722,696.571,46.16413333333333,45.92373333333333,-0.18628666666666668
2021-10-20 23:30:00+02:00,,47.35306666666668,46.32833333333333,697.196,46.019999999999996,45.773666666666664,-0.19105999999999998
2021-10-20 23:45:00+02:00,,47.24346666666666,46.16806666666667,697.8979999999999,45.86773333333334,45.6358,-0.17839333333333335
